INDEX,YEAR,MN,DT,MAX,MIN,RF
42137,1987,10,27,36.5,17.5,0.0
42137,1987,10,28,31.5,17.5,0.0
42137,1987,10,29,31.5,17.5,0.0
42137,1987,10,30,,20.4,0.0
42137,1987,10,31,33.5,18.5,0.0
42137,1987,11,1,33.5,16.5,0.0
42137,1987,11,2,33.0,14.5,0.0
42137,1987,11,3,29.3,16.0,0.0
42137,1987,11,4,31.0,13.0,0.0
42137,1987,11,5,29.5,13.5,0.0
42137,1987,11,6,29.5,14.5,0.0
42137,1987,11,7,29.0,14.0,0.0
42137,1987,11,8,29.0,14.0,0.0
42137,1987,11,9,29.0,15.0,0.0
42137,1987,11,10,30.5,15.0,0.0
42137,1987,11,11,31.0,13.5,0.0
42137,1987,11,12,30.0,13.5,0.0
42137,1987,11,13,29.5,13.0,0.0
42137,1987,11,14,30.0,13.0,0.0
42137,1987,11,15,30.5,11.5,0.0
42137,1987,11,16,29.5,11.0,0.0
42137,1987,11,17,29.0,11.0,0.0
42137,1987,11,18,28.5,11.0,0.0
42137,1987,11,19,28.5,11.5,0.0
42137,1987,11,20,29.0,11.0,0.0
42137,1987,11,21,28.5,11.5,0.0
42137,1987,11,22,28.5,11.0,0.0
42137,1987,11,23,28.0,9.5,0.0
42137,1987,11,24,28.5,10.0,0.0
42137,1987,11,25,28.0,9.5,0.0
42137,1987,11,26,28.0,9.5,0.0
42137,1987,11,27,28.0,8.5,0.0
42137,1987,11,28,28.0,8.5,0.0
42137,1987,11,29,28.0,10.0,0.0
42137,1987,11,30,28.0,9.5,0.0
42137,1988,1,1,21.4,7.8,
42137,1988,1,2,21.2,9.8,0.0
42137,1988,1,3,19.7,10.5,0.0
42137,1988,1,4,19.4,1.0,0.0
42137,1988,1,5,12.4,10.4,0.0
42137,1988,1,6,19.4,11.0,0.0
42137,1988,1,7,20.4,9.2,0.0
42137,1988,1,8,19.4,9.6,0.0
42137,1988,1,9,19.4,9.8,0.0
42137,1988,1,10,20.4,9.8,0.0
42137,1988,1,11,20.9,9.8,0.0
42137,1988,1,12,20.2,13.2,0.0
42137,1988,1,13,17.4,9.6,3.3
42137,1988,1,14,18.1,7.6,0.0
42137,1988,1,15,19.5,9.3,0.0
42137,1988,1,16,20.0,8.8,0.0
42137,1988,1,17,20.4,8.8,0.0
42137,1988,1,18,20.0,8.4,0.0
42137,1988,1,19,22.0,8.4,0.0
42137,1988,1,20,23.0,8.4,0.0
42137,1988,1,21,24.4,7.6,0.0
42137,1988,1,22,22.5,10.2,1.1
42137,1988,1,23,21.4,7.8,0.0
42137,1988,1,24,20.0,6.4,0.0
42137,1988,1,25,20.0,6.4,0.0
42137,1988,1,26,18.7,6.8,0.0
42137,1988,1,27,19.0,6.2,0.0
42137,1988,1,28,21.4,10.2,0.0
42137,1988,1,29,22.0,8.8,0.0
42137,1988,1,30,21.4,7.8,0.0
42137,1988,1,31,22.4,9.8,0.0
42137,1988,2,1,22.5,9.2,0.0
42137,1988,2,2,19.4,7.2,0.0
42137,1988,2,3,19.0,7.2,0.0
42137,1988,2,4,24.0,8.8,0.0
42137,1988,2,5,23.7,8.6,0.0
42137,1988,2,6,25.0,8.8,0.0
42137,1988,2,7,25.0,9.4,0.0
42137,1988,2,8,25.4,9.8,0.0
42137,1988,2,9,27.0,9.8,0.0
42137,1988,2,10,23.4,8.8,0.0
42137,1988,2,11,23.0,10.6,0.0
42137,1988,2,12,27.4,10.8,6.1
42137,1988,2,13,19.4,10.4,10.0
42137,1988,2,14,24.4,12.2,4.6
42137,1988,2,15,21.0,9.4,0.0
42137,1988,2,16,23.0,11.2,0.0
42137,1988,2,17,22.0,11.2,0.0
42137,1988,2,18,23.4,10.8,0.0
42137,1988,2,19,21.4,12.4,0.0
42137,1988,2,20,21.6,12.6,0.0
42137,1988,2,21,24.6,12.6,0.0
42137,1988,2,22,25.1,14.2,0.0
42137,1988,2,23,25.0,10.2,0.0
42137,1988,2,24,23.4,9.6,0.0
42137,1988,2,25,23.6,10.6,0.0
42137,1988,2,26,24.4,9.8,0.0
42137,1988,2,27,25.4,12.0,0.0
42137,1988,2,28,23.6,13.4,2.0
42137,1988,2,29,24.0,10.6,0.0
42137,1988,3,1,25.4,11.4,0.0
42137,1988,3,2,24.0,10.5,0.0
42137,1988,3,3,25.0,11.4,0.0
42137,1988,3,4,27.0,13.4,0.0
42137,1988,3,5,28.1,12.8,0.0
42137,1988,3,6,28.4,13.2,0.0
42137,1988,3,7,27.6,12.8,0.0
42137,1988,3,8,25.4,15.8,1.6
42137,1988,3,9,19.4,12.4,4.3
42137,1988,3,10,26.0,14.8,0.0
42137,1988,3,11,28.6,16.2,10.9
42137,1988,3,12,21.4,14.4,19.6
42137,1988,3,13,25.0,14.2,0.0
42137,1988,3,14,25.4,9.6,5.9
42137,1988,3,15,24.4,12.4,0.0
42137,1988,3,16,28.2,16.2,0.0
42137,1988,3,17,27.4,16.4,0.0
42137,1988,3,18,26.0,12.2,0.0
42137,1988,3,19,27.6,12.4,1.4
42137,1988,3,20,26.2,12.0,0.0
42137,1988,3,21,26.4,12.4,0.0
42137,1988,3,22,27.4,14.8,0.0
42137,1988,3,23,29.1,15.8,0.0
42137,1988,3,24,32.0,15.6,0.0
42137,1988,3,25,32.1,15.6,0.0
42137,1988,3,26,33.0,20.0,0.0
42137,1988,3,27,31.0,15.8,2.7
42137,1988,3,28,27.0,13.0,0.0
42137,1988,3,29,27.6,14.2,0.0
42137,1988,3,30,30.4,15.0,0.0
42137,1988,3,31,31.4,15.2,0.0
42137,1988,4,1,32.4,14.4,0.0
42137,1988,4,2,32.4,15.0,0.0
42137,1988,4,3,37.0,14.8,0.0
42137,1988,4,4,35.0,17.2,0.0
42137,1988,4,5,36.4,18.2,0.0
42137,1988,4,6,34.4,17.0,0.0
42137,1988,4,7,33.4,18.0,0.0
42137,1988,4,8,34.6,19.8,0.0
42137,1988,4,9,37.4,21.4,0.0
42137,1988,4,10,36.4,21.2,0.0
42137,1988,4,11,37.4,22.6,0.0
42137,1988,4,12,38.4,23.2,0.0
42137,1988,4,13,39.4,23.2,0.0
42137,1988,4,14,39.5,22.0,0.0
42137,1988,4,15,39.5,20.4,0.0
42137,1988,4,16,39.0,20.4,0.0
42137,1988,4,17,39.4,22.0,0.0
42137,1988,4,18,39.4,22.4,0.0
42137,1988,4,19,35.0,22.6,0.0
42137,1988,4,20,31.4,17.6,1.2
42137,1988,4,21,34.4,21.6,0.0
42137,1988,4,22,38.4,21.2,0.0
42137,1988,4,23,37.0,21.2,0.0
42137,1988,4,24,38.0,20.8,0.0
42137,1988,4,25,38.0,20.8,0.5
42137,1988,4,26,38.0,21.4,0.0
42137,1988,4,27,38.4,21.8,0.0
42137,1988,4,28,38.0,21.6,0.0
42137,1988,4,29,38.0,21.2,
42137,1988,4,30,37.8,21.5,
42137,1988,5,1,38.0,21.6,
42137,1988,5,2,38.8,21.0,
42137,1988,5,3,39.4,21.8,0.0
42137,1988,5,4,38.0,22.0,0.0
42137,1988,5,5,36.0,20.8,0.0
42137,1988,5,6,39.4,21.4,0.0
42137,1988,5,7,39.0,24.2,0.0
42137,1988,5,8,40.0,24.0,0.0
42137,1988,5,9,39.0,22.4,0.0
42137,1988,5,10,39.4,25.0,0.0
42137,1988,5,11,41.4,21.4,0.0
42137,1988,5,12,43.0,25.2,0.0
42137,1988,5,13,43.0,24.8,0.0
42137,1988,5,14,44.0,26.2,0.0
42137,1988,5,15,44.0,24.8,0.0
42137,1988,5,16,38.0,24.8,0.0
42137,1988,5,17,41.0,26.2,0.0
42137,1988,5,18,40.1,20.8,3.4
42137,1988,5,19,35.4,20.4,0.0
42137,1988,5,20,39.0,21.8,3.5
42137,1988,5,21,39.4,24.4,0.0
42137,1988,5,22,40.4,22.8,0.0
42137,1988,5,23,41.0,26.8,0.0
42137,1988,5,24,41.4,24.2,0.0
42137,1988,5,25,42.4,30.0,0.0
42137,1988,5,26,43.4,27.8,0.0
42137,1988,5,27,44.4,29.8,0.0
42137,1988,5,28,45.4,30.6,0.6
42137,1988,5,29,44.4,29.4,0.0
42137,1988,5,30,44.6,30.4,0.0
42137,1988,5,31,44.8,29.4,0.0
42137,1988,6,1,42.6,27.8,0.0
42137,1988,6,2,41.2,31.2,0.0
42137,1988,6,3,39.4,26.8,0.0
42137,1988,6,4,40.6,25.8,0.0
42137,1988,6,5,42.0,22.6,0.0
42137,1988,6,6,,24.0,0.0
42137,1988,6,7,39.0,23.8,0.0
42137,1988,6,8,39.4,29.4,0.0
42137,1988,6,9,40.4,28.2,0.0
42137,1988,6,10,41.4,29.2,0.0
42137,1988,6,11,41.6,25.2,0.0
42137,1988,6,12,41.4,25.4,0.0
42137,1988,6,13,42.4,32.4,0.0
42137,1988,6,14,43.2,26.6,0.0
42137,1988,6,15,38.4,27.4,0.0
42137,1988,6,16,38.1,21.6,18.3
42137,1988,6,17,37.5,25.4,0.0
42137,1988,6,18,37.0,22.4,4.6
42137,1988,6,19,29.4,21.4,9.1
42137,1988,6,20,33.1,21.6,15.8
42137,1988,6,21,32.0,23.8,0.0
42137,1988,6,22,33.4,26.2,0.0
42137,1988,6,23,34.4,26.6,1.8
42137,1988,6,24,35.0,26.8,0.0
42137,1988,6,25,35.0,26.8,0.0
42137,1988,6,26,37.0,29.4,0.0
42137,1988,6,27,37.0,29.0,0.0
42137,1988,6,28,39.4,26.8,0.0
42137,1988,6,29,36.8,26.2,7.7
42137,1988,6,30,33.6,23.4,20.4
42137,1988,7,1,30.4,26.4,0.0
42137,1988,7,2,34.9,23.4,0.0
42137,1988,7,3,32.4,24.0,156.0
42137,1988,7,4,28.0,24.6,10.0
42137,1988,7,5,29.2,26.8,0.0
42137,1988,7,6,34.6,24.2,9.4
42137,1988,7,7,,23.0,69.6
42137,1988,7,8,28.0,23.2,5.5
42137,1988,7,9,34.4,26.6,0.0
42137,1988,7,10,34.0,26.8,0.0
42137,1988,7,11,32.4,26.8,0.0
42137,1988,7,12,34.4,27.0,0.0
42137,1988,7,13,34.4,24.0,117.6
42137,1988,7,14,32.0,25.0,22.0
42137,1988,7,15,33.0,24.4,2.6
42137,1988,7,16,30.0,25.0,0.6
42137,1988,7,17,32.4,26.2,0.6
42137,1988,7,18,34.4,26.8,0.0
42137,1988,7,19,32.6,26.4,16.0
42137,1988,7,20,33.3,27.2,0.0
42137,1988,7,21,34.2,27.2,0.0
42137,1988,7,22,29.6,26.0,0.0
42137,1988,7,23,33.0,27.2,0.0
42137,1988,7,24,34.4,25.0,17.8
42137,1988,7,25,29.8,24.8,11.2
42137,1988,7,26,33.0,27.6,0.0
42137,1988,7,27,34.0,25.8,1.6
42137,1988,7,28,31.0,25.2,10.5
42137,1988,7,29,30.0,26.2,1.0
42137,1988,7,30,34.2,27.8,0.0
42137,1988,7,31,35.0,26.4,21.0
42137,1988,8,1,,,124.2
42137,1988,8,2,,,8.7
42137,1988,8,3,,,0.0
42137,1988,8,4,,,0.0
42137,1988,8,5,,,7.4
42137,1988,8,6,,,0.0
42137,1988,8,7,,,0.0
42137,1988,8,8,,,10.0
42137,1988,8,9,,,14.4
42137,1988,8,10,,,0.1
42137,1988,8,11,,,0.1
42137,1988,8,12,,,2.4
42137,1988,8,13,,,0.0
42137,1988,8,14,,,1.0
42137,1988,8,15,,,7.3
42137,1988,8,16,,,0.0
42137,1988,8,17,,,0.0
42137,1988,8,18,,,0.0
42137,1988,8,19,,,9.2
42137,1988,8,20,,,27.6
42137,1988,8,21,,,14.9
42137,1988,8,22,,,6.9
42137,1988,8,23,,,0.0
42137,1988,8,24,,,2.2
42137,1988,8,25,,,0.0
42137,1988,8,26,,,1.5
42137,1988,8,27,,,0.4
42137,1988,8,28,,,0.0
42137,1988,8,29,,,0.0
42137,1988,8,30,,,0.0
42137,1988,8,31,,,0.0
42137,1988,9,1,,24.2,0.0
42137,1988,9,2,34.0,25.6,0.0
42137,1988,9,3,35.0,25.8,0.0
42137,1988,9,4,35.2,26.2,0.0
42137,1988,9,5,34.8,27.0,0.0
42137,1988,9,6,36.0,27.0,0.0
42137,1988,9,7,35.7,27.2,0.0
42137,1988,9,8,34.8,29.2,0.0
42137,1988,9,9,,22.6,0.0
42137,1988,9,10,33.6,21.8,2.0
42137,1988,9,11,30.1,26.8,0.0
42137,1988,9,12,32.2,24.2,0.0
42137,1988,9,13,33.0,24.8,0.0
42137,1988,9,14,33.2,24.8,0.0
42137,1988,9,15,34.2,24.8,0.0
42137,1988,9,16,37.0,23.6,0.0
42137,1988,9,17,30.0,20.4,22.5
42137,1988,9,18,30.0,21.6,14.0
42137,1988,9,19,31.0,22.8,0.0
42137,1988,9,20,33.4,25.6,0.0
42137,1988,9,21,31.2,25.4,0.0
42137,1988,9,22,30.0,23.2,2.6
42137,1988,9,23,27.4,21.6,60.6
42137,1988,9,24,27.0,22.2,156.0
42137,1988,9,25,28.0,23.8,0.0
42137,1988,9,26,31.6,25.4,0.0
42137,1988,9,27,33.0,22.0,8.2
42137,1988,9,28,29.0,22.8,0.0
42137,1988,9,29,31.0,22.4,0.0
42137,1988,9,30,32.4,21.4,0.0
42137,1988,10,1,,,0.0
42137,1988,10,2,,,0.0
42137,1988,10,3,,,0.0
42137,1988,10,4,,,0.0
42137,1988,10,5,,,0.0
42137,1988,10,6,,,0.0
42137,1988,10,7,,,0.0
42137,1988,10,8,,,0.0
42137,1988,10,9,,,0.0
42137,1988,10,10,,,0.0
42137,1988,10,11,,,0.0
42137,1988,10,12,,,0.0
42137,1988,10,13,,,0.0
42137,1988,10,14,,,0.0
42137,1988,10,15,,,0.0
42137,1988,10,16,,,0.0
42137,1988,10,17,,,0.0
42137,1988,10,18,,,0.0
42137,1988,10,19,,,0.0
42137,1988,10,20,,,0.0
42137,1988,10,21,,,0.0
42137,1988,10,22,,,0.0
42137,1988,10,23,,,0.0
42137,1988,10,24,,,0.0
42137,1988,10,25,,,0.0
42137,1988,10,26,,,0.0
42137,1988,10,27,,,0.0
42137,1988,10,28,,,0.0
42137,1988,10,29,,,0.0
42137,1988,10,30,,,0.0
42137,1988,10,31,,,0.0
42137,1988,11,1,,,0.0
42137,1988,11,2,,,0.0
42137,1988,11,3,,,0.0
42137,1988,11,4,,,0.0
42137,1988,11,5,,,0.0
42137,1988,11,6,,,0.0
42137,1988,11,7,,,0.0
42137,1988,11,8,,,0.0
42137,1988,11,9,,,0.0
42137,1988,11,10,,,0.0
42137,1988,11,11,,,0.0
42137,1988,11,12,,,0.0
42137,1988,11,13,,,0.0
42137,1988,11,14,,,0.0
42137,1988,11,15,,,0.0
42137,1988,11,16,,,0.0
42137,1988,11,17,,,0.0
42137,1988,11,18,,,0.0
42137,1988,11,19,,,0.0
42137,1988,11,20,,,0.0
42137,1988,11,21,,,0.0
42137,1988,11,22,,,0.0
42137,1988,11,23,,,0.0
42137,1988,11,24,,,0.0
42137,1988,11,25,,,0.0
42137,1988,11,26,,,0.0
42137,1988,11,27,,,0.0
42137,1988,11,28,,,0.0
42137,1988,11,29,,,0.0
42137,1988,11,30,,,0.0
42137,1988,12,1,25.0,7.2,0.0
42137,1988,12,2,25.4,10.6,0.0
42137,1988,12,3,25.8,9.4,0.0
42137,1988,12,4,26.0,9.0,0.0
42137,1988,12,5,,10.4,0.0
42137,1988,12,6,23.0,10.6,0.0
42137,1988,12,7,26.0,9.6,0.0
42137,1988,12,8,23.8,8.0,0.0
42137,1988,12,9,25.0,8.8,0.0
42137,1988,12,10,24.2,8.8,0.0
42137,1988,12,11,25.4,8.8,0.0
42137,1988,12,12,24.2,9.6,0.0
42137,1988,12,13,25.2,10.2,0.0
42137,1988,12,14,25.0,8.4,0.0
42137,1988,12,15,25.0,8.8,0.0
42137,1988,12,16,24.4,8.8,0.0
42137,1988,12,17,24.2,12.4,0.0
42137,1988,12,18,23.4,10.0,0.0
42137,1988,12,19,23.8,10.2,0.0
42137,1988,12,20,24.0,10.2,1.6
42137,1988,12,21,21.0,10.6,0.0
42137,1988,12,22,23.4,8.8,0.0
42137,1988,12,23,16.0,13.6,12.0
42137,1988,12,24,20.8,10.8,0.0
42137,1988,12,25,23.4,11.2,16.0
42137,1988,12,26,15.4,7.8,2.0
42137,1988,12,27,18.8,7.8,0.0
42137,1988,12,28,19.0,8.0,0.0
42137,1988,12,29,19.4,8.4,0.0
42137,1988,12,30,19.4,8.6,0.0
42137,1988,12,31,21.4,9.6,0.0
42137,1989,1,1,20.4,8.4,0.0
42137,1989,1,2,21.0,11.4,5.0
42137,1989,1,3,15.8,8.2,2.0
42137,1989,1,4,20.8,10.4,0.0
42137,1989,1,5,19.8,10.8,0.0
42137,1989,1,6,16.8,11.4,14.2
42137,1989,1,7,16.2,11.8,15.2
42137,1989,1,8,13.4,10.8,6.0
42137,1989,1,9,15.0,7.4,0.0
42137,1989,1,10,11.8,5.2,0.0
42137,1989,1,11,16.4,4.8,0.0
42137,1989,1,12,16.4,4.6,0.0
42137,1989,1,13,17.4,3.2,0.0
42137,1989,1,14,18.0,4.8,0.0
42137,1989,1,15,17.8,5.0,0.0
42137,1989,1,16,13.4,4.4,0.0
42137,1989,1,17,18.0,6.2,0.0
42137,1989,1,18,18.2,5.0,0.0
42137,1989,1,19,18.4,4.2,0.0
42137,1989,1,20,18.2,6.0,0.0
42137,1989,1,21,18.6,6.2,0.0
42137,1989,1,22,17.4,5.6,0.0
42137,1989,1,23,19.0,5.6,0.0
42137,1989,1,24,19.4,5.2,0.0
42137,1989,1,25,20.2,5.4,0.0
42137,1989,1,26,20.4,4.6,0.0
42137,1989,1,27,22.2,6.2,0.0
42137,1989,1,28,22.4,7.4,0.0
42137,1989,1,29,22.0,7.2,0.0
42137,1989,1,30,21.6,6.8,0.0
42137,1989,1,31,22.0,9.6,0.0
42137,1989,2,1,21.3,11.4,0.0
42137,1989,2,2,24.2,9.6,0.0
42137,1989,2,3,21.6,8.8,0.0
42137,1989,2,4,21.6,11.0,0.0
42137,1989,2,5,23.6,12.2,1.0
42137,1989,2,6,21.6,8.4,0.0
42137,1989,2,7,20.7,8.8,0.0
42137,1989,2,8,20.0,7.4,0.0
42137,1989,2,9,19.4,5.8,0.0
42137,1989,2,10,18.8,6.4,0.0
42137,1989,2,11,19.2,6.0,0.0
42137,1989,2,12,20.8,5.8,0.0
42137,1989,2,13,21.0,10.0,0.0
42137,1989,2,14,14.4,10.0,1.6
42137,1989,2,15,22.1,10.0,0.0
42137,1989,2,16,22.4,8.4,0.0
42137,1989,2,17,22.0,8.8,0.0
42137,1989,2,18,22.2,8.0,0.0
42137,1989,2,19,20.0,5.4,0.0
42137,1989,2,20,19.4,7.4,0.0
42137,1989,2,22,20.0,8.8,0.0
42137,1989,2,23,21.7,7.6,0.0
42137,1989,2,24,23.2,9.8,0.0
42137,1989,2,26,26.6,12.4,0.0
42137,1989,2,27,30.4,13.4,0.0
42137,1989,2,28,29.8,12.0,0.0
42137,1989,3,1,26.0,9.0,0.0
42137,1989,3,2,23.6,10.2,0.0
42137,1989,3,3,22.4,10.8,0.0
42137,1989,3,6,22.4,12.8,0.0
42137,1989,3,7,27.5,12.2,0.0
42137,1989,3,8,28.2,13.4,0.0
42137,1989,3,9,29.2,14.2,0.0
42137,1989,3,10,26.8,15.2,0.0
42137,1989,3,11,27.0,12.6,0.0
42137,1989,3,12,28.6,12.6,0.0
42137,1989,3,13,27.6,12.4,0.0
42137,1989,3,14,29.4,15.2,0.0
42137,1989,3,15,26.4,13.2,0.0
42137,1989,3,16,26.0,14.5,0.0
42137,1989,3,17,26.4,14.6,0.0
42137,1989,3,18,28.0,16.4,0.0
42137,1989,3,19,30.0,15.4,0.0
42137,1989,3,20,28.6,16.4,0.0
42137,1989,3,21,29.2,16.4,0.0
42137,1989,3,22,31.4,18.2,0.0
42137,1989,3,23,32.0,17.0,0.0
42137,1989,3,24,28.6,15.6,0.0
42137,1989,3,25,28.2,14.4,0.0
42137,1989,3,26,31.6,16.2,0.0
42137,1989,3,27,31.6,17.4,0.0
42137,1989,3,28,26.3,13.2,1.5
42137,1989,3,29,26.1,12.6,0.0
42137,1989,3,30,26.4,15.4,0.0
42137,1989,3,31,32.0,16.2,0.0
42137,1989,4,1,32.0,20.4,0.0
42137,1989,4,2,30.4,11.8,0.0
42137,1989,4,3,29.2,13.0,0.0
42137,1989,4,4,28.8,12.0,0.0
42137,1989,4,5,30.4,12.4,0.0
42137,1989,4,6,27.6,12.8,0.0
42137,1989,4,7,29.6,14.5,0.0
42137,1989,4,8,31.8,18.0,0.0
42137,1989,4,9,32.0,20.0,0.0
42137,1989,4,10,34.2,15.4,3.0
42137,1989,4,11,31.0,14.6,0.0
42137,1989,4,12,31.8,16.4,0.0
42137,1989,4,13,33.2,16.4,0.0
42137,1989,4,14,34.5,16.4,0.0
42137,1989,4,15,33.0,17.4,0.0
42137,1989,4,16,35.4,19.6,0.0
42137,1989,4,17,38.4,19.4,0.0
42137,1989,4,18,37.0,19.8,0.0
42137,1989,4,19,37.8,19.8,0.0
42137,1989,4,20,37.6,19.6,0.0
42137,1989,4,21,36.3,20.0,0.0
42137,1989,4,22,36.8,21.8,0.0
42137,1989,4,23,38.2,22.8,0.0
42137,1989,4,24,38.0,24.6,0.0
42137,1989,4,25,36.0,20.4,0.0
42137,1989,4,26,35.6,20.4,1.4
42137,1989,4,27,35.0,21.4,0.0
42137,1989,4,28,36.0,20.8,0.0
42137,1989,4,29,35.4,20.6,0.0
42137,1989,4,30,36.4,19.2,0.0
42137,1989,6,1,,,0.0
42137,1989,6,2,33.0,27.6,0.0
42137,1989,6,3,40.0,28.4,0.0
42137,1989,6,4,40.4,26.4,0.0
42137,1989,6,5,,19.6,36.6
42137,1989,6,6,,21.4,0.0
42137,1989,6,7,26.2,20.2,19.6
42137,1989,6,8,34.2,23.8,0.0
42137,1989,6,9,37.2,25.0,0.0
42137,1989,6,10,38.2,27.8,0.0
42137,1989,6,11,35.4,25.6,0.0
42137,1989,6,12,29.4,25.8,0.0
42137,1989,6,13,39.6,25.6,0.0
42137,1989,6,14,40.4,26.8,0.0
42137,1989,6,15,34.0,24.6,1.6
42137,1989,6,16,29.5,23.8,0.0
42137,1989,6,17,30.0,23.4,2.6
42137,1989,6,18,34.6,24.4,0.0
42137,1989,6,19,34.0,23.8,0.0
42137,1989,6,20,37.4,24.8,0.0
42137,1989,6,21,37.4,25.8,0.0
42137,1989,6,22,37.4,26.4,0.0
42137,1989,6,23,39.4,24.2,0.0
42137,1989,6,24,38.6,26.2,0.0
42137,1989,6,25,35.0,25.0,0.0
42137,1989,6,26,38.6,27.4,0.0
42137,1989,6,27,37.6,27.2,0.0
42137,1989,6,28,37.4,24.0,12.0
42137,1989,6,29,35.6,25.8,0.0
42137,1989,6,30,35.0,25.8,0.0
42137,1989,7,1,36.6,22.6,20.2
42137,1989,7,2,33.4,22.6,16.4
42137,1989,7,3,31.4,21.4,0.5
42137,1989,7,4,29.6,24.4,0.0
42137,1989,7,5,35.4,25.2,0.0
42137,1989,7,6,31.2,26.8,0.0
42137,1989,7,7,36.8,25.4,0.0
42137,1989,7,8,38.0,26.6,0.0
42137,1989,7,9,38.4,26.6,0.0
42137,1989,7,10,37.4,27.8,0.0
42137,1989,7,11,38.1,26.8,0.0
42137,1989,7,12,39.2,30.6,0.0
42137,1989,7,13,38.5,23.0,19.0
42137,1989,7,14,31.4,23.4,48.0
42137,1989,7,15,30.0,22.4,4.0
42137,1989,7,16,32.2,24.8,0.0
42137,1989,7,17,37.4,26.4,0.0
42137,1989,7,18,32.6,26.9,0.0
42137,1989,7,19,34.6,28.2,0.0
42137,1989,7,20,37.2,28.4,0.0
42137,1989,7,21,36.4,24.8,0.0
42137,1989,7,22,34.6,26.0,0.0
42137,1989,7,23,34.6,27.0,0.0
42137,1989,7,24,35.0,27.4,0.0
42137,1989,7,25,36.2,27.0,0.0
42137,1989,7,26,35.0,26.6,0.0
42137,1989,7,27,36.2,28.4,0.0
42137,1989,7,28,35.4,28.0,0.5
42137,1989,7,29,32.6,24.8,14.4
42137,1989,7,30,,,13.0
42137,1989,7,31,28.6,23.6,0.0
42137,1989,8,1,28.6,22.2,13.0
42137,1989,8,2,31.6,20.6,54.6
42137,1989,8,3,28.6,20.8,0.0
42137,1989,8,4,32.6,25.0,0.0
42137,1989,8,5,34.6,25.6,0.0
42137,1989,8,6,36.2,,0.0
42137,1989,8,7,34.4,25.4,0.0
42137,1989,8,8,35.0,25.4,0.0
42137,1989,8,9,35.0,25.6,0.0
42137,1989,8,10,35.0,26.6,0.0
42137,1989,8,11,33.4,26.0,0.0
42137,1989,8,12,33.2,25.6,0.0
42137,1989,8,13,34.6,24.4,0.0
42137,1989,8,14,34.4,26.4,57.0
42137,1989,8,15,33.6,26.2,0.0
42137,1989,8,16,33.4,25.6,0.0
42137,1989,8,17,32.4,25.8,1.0
42137,1989,8,18,29.4,25.0,0.0
42137,1989,8,19,32.6,25.6,0.0
42137,1989,8,20,34.2,25.4,0.0
42137,1989,8,21,32.6,25.4,7.0
42137,1989,8,22,32.2,23.4,13.0
42137,1989,8,23,28.0,23.4,5.0
42137,1989,8,24,29.4,24.6,6.0
42137,1989,8,25,30.4,24.4,0.0
42137,1989,8,26,29.8,25.4,0.0
42137,1989,8,27,31.8,22.6,68.8
42137,1989,8,28,25.4,23.4,61.0
42137,1989,8,29,29.0,23.6,0.0
42137,1989,8,30,32.0,24.2,0.0
42137,1989,8,31,32.4,24.8,0.0
42137,1989,9,1,33.4,23.6,0.0
42137,1989,9,2,27.4,22.0,1.9
42137,1989,9,3,25.8,22.8,0.7
42137,1989,9,4,30.2,24.4,0.0
42137,1989,9,5,32.6,24.8,0.0
42137,1989,9,6,33.0,24.8,0.0
42137,1989,9,7,33.0,29.0,0.0
42137,1989,9,8,33.6,24.6,0.0
42137,1989,9,9,34.0,24.8,0.0
42137,1989,9,10,34.0,24.8,0.0
42137,1989,9,11,33.8,23.8,0.0
42137,1989,9,12,34.4,23.4,0.0
42137,1989,9,13,34.0,23.2,0.0
42137,1989,9,14,33.4,24.0,0.0
42137,1989,9,15,33.8,23.0,0.0
42137,1989,9,16,32.4,22.0,
42137,1989,9,17,32.4,23.8,0.0
42137,1989,9,18,32.0,23.8,0.0
42137,1989,9,19,34.4,25.2,0.0
42137,1989,9,20,35.8,25.0,0.0
42137,1989,9,21,32.6,23.4,0.0
42137,1989,9,22,34.4,25.4,0.0
42137,1989,9,23,35.0,24.4,0.0
42137,1989,9,24,34.6,24.6,0.0
42137,1989,9,25,32.4,22.0,0.0
42137,1989,9,26,32.4,21.6,0.0
42137,1989,9,27,32.0,21.0,0.0
42137,1989,9,28,32.4,21.4,0.0
42137,1989,9,29,32.8,21.4,0.0
42137,1989,9,30,33.0,20.0,0.0
42137,1989,10,1,32.6,20.4,0.0
42137,1989,10,2,33.9,21.4,0.0
42137,1989,10,3,31.8,20.2,0.0
42137,1989,10,4,32.6,20.4,0.0
42137,1989,10,5,32.2,20.6,
42137,1989,10,6,32.0,20.1,
42137,1989,10,7,35.0,20.0,0.0
42137,1989,10,8,34.7,21.0,0.0
42137,1989,10,9,33.4,20.8,0.0
42137,1989,10,10,33.4,21.8,0.0
42137,1989,10,11,33.6,19.4,0.0
42137,1989,10,12,34.2,18.8,0.0
42137,1989,10,13,33.4,20.6,0.0
42137,1989,10,14,34.1,20.6,0.0
42137,1989,10,15,33.8,19.8,0.0
42137,1989,10,16,33.4,16.8,0.0
42137,1989,10,17,32.0,16.0,0.0
42137,1989,10,18,31.6,15.4,0.0
42137,1989,10,19,31.6,15.4,0.0
42137,1989,10,20,31.4,15.0,0.0
42137,1989,10,21,31.2,15.6,0.0
42137,1989,10,22,31.0,15.8,0.0
42137,1989,10,23,30.6,15.6,0.0
42137,1989,10,24,32.0,15.8,0.0
